245$a|245$b|245$c|100$a|490$v|260$c|856$u
"Performance of twin-rotor DC homopolar motor"||"by Zhiwei Wang."|"Wang, Zhiwei."|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-04012011-015743/"
"Spectacle, pageantry, and parading"||"by Whitney Whetstone."|"Whetstone, Whitney."|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-04112011-151905/"
"Seed rain and advance regeneration in secondary succession in the Brazilian Amazon"||"by Lindsay M. Wieland."|"Wieland, Lindsay M.,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-04122011-150559/"
"Ecological realism and the tension of realism and idealism in Heidegger's thought"||"by Gary Williams."|"Williams, Gary,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-04262011-084817/"
"Advanced management of the Mexican rice borer (Eoreuma loftini) in sugarcane"||"by Blake E. Wilson."|"Wilson, Blake E.,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-04212011-160350/"
"Designing graphic design history"|"teaching for the 21st century classroom /"|"by Phillip P. Winfield."|"Winfield, Phillip P.,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-04202011-091522/"
"A cafeteria-based tasting program improved elementary school children's fruit preferences and self-efficacy to consume fruits and vegetables"||"by Wei-Ping Wong."|"Wong, Wei-Ping."|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-04142011-132212/"
"Measurement of spatial variation of density of compacted powder using synchrotron microtomography"||"by Yi Yang."|"Yang, Yi,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-02172011-125639/"
"Social work students' attitudes toward teenage pregnancy prevention"|"the importance of religiosity and feminist ideology /"|"by Pilar Thompson Borne."|"Borne, Pilar Thompson,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-04212011-132444/"
"Costs and benefits of induced responses in soybean"||"by Amanda K. Accamando."|"Accamando, Amanda K."|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-06232011-211905/"
"Are local chemical releases causing an increase in cancer rates in East Baton Rouge Parish?"||"by India T. Anderson."|"Anderson, India T.,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-07072011-094810/"
"Marriage in seventeenth-century French theater"||"by Adam Michael Babin."|"Babin, Adam Michael."|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-05242011-185851/"
"A partial order on classical and quantum states"||"by Arka Bandyopadhyay."|"Bandyopadhyay, Arka."|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-07072011-231500/"
"Contextual influences on faith development in adolescents and emerging adults"||"by Katheryn A. Barker."|"Barker, Katheryn A.,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-05312011-095723/"
"Development and implementation of a dual-porosity pore network structure using X-ray computed tomography for pore network modeling purposes"||"by Samuel Best."|"Best, Samuel"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-05202011-160100/"
"Communiplaytion"|"getting our hands dirty together /"|"by Brooke Tyson Cassady."|"Cassady, Brooke Tyson."|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-06092011-111457/"
"Resistant starch in the diet of rodents promotes an increase in fermentation and a reduction in body fat in an animal model of dietary obesity"||"by Jason Charrier."|"Charrier, Jason."|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-06272011-224217/"
"Alternative pretreatment of sorghum bagasse for bio-ethanol production"||"by Cong Chen."|"Chen, Cong,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-07052011-143318/"
"Addressing sea level rise in the People's Republic of China and the United States"|"a comparative review of administrative and policy frameworks /"|"by Mo Chen."|"Chen, Mo."|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-06062011-083753/"
"Performance assessment of innovative framing systems through building information modeling based energy simulation"||"by Santhosh Reddy Chinnayeluka."|"Chinnayeluka, Santhosh Reddy."|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-05242011-081918/"
"West Antarctic ice sheet retreat chronology of two middle-shelf grounding-zone wedges in Eastern Basin, Ross Sea, Antarctica"||"by Lenora Nicole Copeland."|"Copeland, Lenora Nicole."|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-06032011-150547/"
"Modeling the population effects of hypoxia on Atlantic croaker (Micropogonias undulatus) in the northwestern Gulf of Mexico"||"by Sean Brandon Creekmore."|"Creekmore, Sean Brandon,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-06292011-105102/"
"Production and processing of a functional yogurt fortified with microencapsulated omega-3 and vitamin E"||"by Jose Daniel Estrada Andino."|"Estrada Andino, Jose Daniel,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-06282011-144209/"
"Teaching high school geometry with tasks and activities"||"by Margaret Ann Fazekas."|"Fazekas, Margaret Ann."|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-07062011-133536/"
"Effects of resistant starch in milk replacer on health and performance in neonatal holstein heifer calves"||"by Bethany Leann Fisher."|"Fisher, Bethany Leann,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-06302011-080255/"
"The effects of highway environmental conditions on photocatalytic pavement's ability to reduce nitrogen oxides"||"by Heather Dylla."|"Dylla, Heather,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-06232011-172653/"
"Island hunting"|"a field guide /"|"by Kit French."|"French, Kit."|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-06052011-165433/"
"Inhibitory effects of berry anthocyanins on palmitic acid- or lipopolysaccharide- induced inflammation in human preadipocytes"||"by Chenfei Gao."|"Gao, Chenfei,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-07072011-111637/"
"Enumerate / construct"||"by Andrew Gilliatt."|"Gilliatt, Andrew,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-07062011-111805/"
"Comparing the effects of ten weeks of equipped vs. non-equipped training on performance in collegiate powerlifters"||"by Travis M. Godawa."|"Godawa, Travis M."|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-07072011-103258/"
"Effects of row spacing and debris distribution on small mammal and vegetation communities in newly established loblolly pine plantations, Louisiana"||"by Joshua Lee Grace."|"Grace, Joshua Lee,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-07012011-102908/"
"""We live in a used world"""|"cultural geographies of American garage sales /"|"by Gentry Hanks."|"Hanks, Gentry."|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-07072011-174745/"
"An examination of the relationship between communication and socialization deficits in infants and toddlers with autism and pervasive developmental disorder-not otherwise specified (PDD_NOS)"||"by Megan Alice Hattier."|"Hattier, Megan Alice,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-06212011-142520/"
"The design and modification of a sputter system for DC reactive sputtering of alumina and zirconia thin films"||"by Diane Van Ho."|"Ho, Diane Van,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-06302011-115240/"
"Anti-microbial self-assembling ""click"" monolayers utilizing silver nanoparticles for indwelling medical devices"||"by Emily Ann Hodges."|"Hodges, Emily Ann,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-07062011-120910/"
"Two-dimensional numerical modeling of a proposed freshwater diversion from the Bonnet Carre Spillway to the Labranche wetlands"||"by Josef Hoffmann."|"Hoffmann, Josef."|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-07082011-091900/"
"Comparison of disk diffusion, agar dilution, and broth microdiultion for antimicrobial susceptibility testing of five chitosans"||"by Lin Jiang."|"Jiang, Lin."|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-06072011-103035/"
"Sensing synesthesia"||"by Jeffrey Harlan Johnson."|"Johnson, Jeffrey Harlan."|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-06072011-163746/"
"In vitro inhibitory activity of black seed oil and potassium chloride against the biomarkers of triple negative breast cancer"||"by Tamaratina Jombai."|"Jombai, Tamaratina,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-07082011-111617/"
"Animal scavengers as agents of decomposition"|"the postmortem succession of Louisiana wildlife /"|"by Audra Jones."|"Jones, Audra,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-06092011-103357/"
"Inhibitory activity of ginger oil against breast cancer cells"||"by Namrata Karki."|"Karki, Namrata,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-07072011-152233/"
"Evaluation of the pencil beam algorithm and pencil beam redefinition algorithm for bolus electron conformal therapy dose computation"||"by James Alexander Kavanaugh."|"Kavanaugh, James Alexander,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-07062011-175440/"
"Two-stage biaxial thermomechanical cycle of shape memory polymer based syntactic foam"||"by Abraham Michael King."|"King, Abraham Michael."|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-06092011-101057/"
"The quiet"||"by Shannon Kozvitz."|"Kolvitz, Shannon,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-06022011-105614/"
"Stochastic modelling of eukaryotic cell cycle"||"by Murali Krushna Koneru."|"Koneru, Murali Krushna."|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-07062011-140306/"
"Production of spray-dried honey powder and its application in bread"||"by Ahalya Kosal Ram."|"Kosal Ram, Ahalya,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-07052011-085925/"
"A matter of time"||"by Rebecca Kreisler."|"Kreisler, Rebecca."|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-06022011-181641/"
"Temporal changes in quality of life and environment in New Orleans after Hurricane Katrina"||"by Danielle Johanna LaRock."|"LaRock, Danielle Johanna."|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-06032011-113926/"
"Electrochemical reduction of CO2 to methanol"||"by Minh Tuyen H. Le."|"Le, Minh Tuyen H.,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-06152011-190824/"
"Fraction proficiency in gifted middle school students"||"by Lauren A. Lejeune."|"Lejeune, Lauren A."|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-07062011-133533/"
"Wiggle veil (or, love needs objects)"||"by Adrienne Lynch."|"Lynch, Adrienne,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-06032011-135301/"
"Comparison of thermally pasteurized and ultrasonically pasteurized blueberry juice (Vaccinium corymbosum) and an investigation of blueberry juice effect on lipid oxidation during microencapsulation of poly-unsaturated fish oils"||"by Fathima Waheeda Mohideen."|"Mohideen, Fathima Waheeda,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-07012011-143856/"
"Integrating demand and traffic simulation modeling to evaluate adaptive evacuation plans"||"by Thomas J. Montz, Jr.."|"Montz, Thomas J."|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-07052011-210443/"
"Photoelectrochemical etching of isolated, high aspect ratio micorstructures in n-type silicon (100)"||"by Purnima Narayanan."|"Narayanan, Purnima,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-06112011-104922/"
"An exploration of secondary level instrumental music educators' receptiveness to select philosophical writings"||"by Robert Neil Nelson."|"Nelson, Robert Neil."|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-07052011-221923/"
"Myths and realities"||"by Isoko Onodera."|"Onodera, Isoko."|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-06032011-162726/"
"Experimental study of cognitive radio test-bed using USRP"||"by Venkat Vinod Patcha."|"Patcha, Venkat Vinod,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-06082011-154750/"
"Smart access control system with behavioral profiling and dynamic PIN concept"||"by Lohit Penubaku."|"Penubaku, Lohit,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-07082011-113804/"
"Inside out"||"by Kathleen Ann Pheney."|"Pheney, Kathleen Ann,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-06012011-112253/"
"Brazilian music for youth choir by FUNARTE"|"exploring issues of pedagogy and authenticity in Brazilian choral music /"|"by Diego Daflon Tavares Pinto."|"Pinto, Diego Daflon Tavares."|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-07072011-164926/"
"Modeling effects of coupled convection and CO2 injection in stimulating geopressured geothermal reservoirs"||"by Tatyana Plaksina."|"Plaksina, Tatyana."|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-06302011-124114/"
"Evaluation of methods to predict Weibull parameters for characterizing diameter distributions"||"by Krishna Prasad Poudel."|"Poudel, Krishna Prasad,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-06302011-133644/"
"Molecular dynamics of ionic liquids in nanoporous electrodes"||"by Nav Nidhi Rajput."|"Rajput, Nav Nidhi,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-06232011-114118/"
"La ola verde"|"female, Hispanic consumers and the green movement /"|"by Stefanie Ann Ramirez."|"Ramirez, Stefanie Ann,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-07062011-030839/"
"Houses move, houses speak"||"by Allison Regan."|"Regan, Allison."|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-06062011-130134/"
"Replenishment policies for a tree-type three echelon supply chain system"||"by Ratkrit Rochanaluk."|"Rochanaluk, Ratkrit,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-05312011-130705/"
"Building Information Management (BIM) implementation in naval construction"||"by Raymond Roheno."|"Roheno, Raymond,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-06242011-024451/"
"Emotion and rhetoric in Bioshock"||"by Jason Rose."|"Rose, Jason."|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-07072011-145443/"
"Comparison of the age and growth of red snapper (Lutjanus campechanus) amongst habitats and regions in the Gulf of Mexico"||"by Courtney R. Saari."|"Saari, Courtney R.,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-07112011-132809/"
"Trials & tributaries"|"myth and disaster in southern Louisiana /"|"by Hannah March Campbell Sanders."|"Sanders, Hannah March Campbell."|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-05202011-154316/"
"The expression of cardiotrophin-1 is differentially regulated in murine and human obesity type II diabetes"||"by Kelesha Sarjeant."|"Sarjeant, Kelesha,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-06172011-090919/"
"A computer-based instructional program to teach braille reading to sighted individuals"||"by Mindy Scheithauer."|"Scheithauer, Mindy,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-07072011-163921/"
"Characterization of the subcortical interactions between larvae of the southern pine sawyer Monochamus titillator (F.) and the larvae of the southern pine beetle guild using molecular gut analyses"||"by Erich N. Schoeller."|"Schoeller, Erich N.,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-06302011-143941/"
"Factors structuring zooplankton density and composition within a Louisiana river and floodplain tributaries with emphasis on hydrologic processes"||"by William L. Sheftall, IV."|"Sheftall, William L.,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-06032011-105726/"
"Design, development, and testing of a multi-agent autonomous surface fleet for environmental applications"||"by Daniel Davis Smith."|"Smith, Daniel Davis,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-07052011-133220/"
"Secure distributed detection in bandwidth-constrained wireless sensor networks"||"by Reza Soosahabi."|"Soosahabi, Reza,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-07072011-183310/"
"Biomechanical evaluation of medial and lateral approaches for experimentally created medial condylar fractures of the equine third metacarpal bone"||"by Saybl Beauton Sprinkle."|"Sprinkle, Saybl Beauton,"|"2011]"|"2011]"|"http://etd.lsu.edu/docs/available/etd-07072011-192636/"
